Lunar IPS (LIPS) Version 1.03
Apply IPS Patch Log

Offset    Size    RLE    IPS_File_Range       IPS_File_Size
1F52DA      26    No     0003A937-0003A961       2B
1F5300      17    Yes    0003A962-0003A969        8
1F5319      3D    No     0003A96A-0003A9AB       42
1F5356       F    Yes    0003A9AC-0003A9B3        8
1F5365      17    No     0003A9B4-0003A9CF       1C
1F537C       F    Yes    0003A9D0-0003A9D7        8
1F538B      49    No     0003A9D8-0003AA25       4E
1F53D4      4C    Yes    0003AA26-0003AA2D        8
1F5420      3C    No     0003AA2E-0003AA6E       41
1F545D       F    Yes    0003AA6F-0003AA76        8
1F546C      14    No     0003AA77-0003AA8F       19
1F5480      20    Yes    0003AA90-0003AA97        8
1F54A0      20    No     0003AA98-0003AABC       25
1F54C1      3F    Yes    0003AABD-0003AAC4        8
1F5500      20    No     0003AAC5-0003AAE9       25
1F5520       E    Yes    0003AAEA-0003AAF1        8
1F552E      12    No     0003AAF2-0003AB08       17
1F5540      2A    Yes    0003AB09-0003AB10        8
1F556A      4E    No     0003AB11-0003AB63       53
1F55B8      10    Yes    0003AB64-0003AB6B        8
1F55C8      B4    No     0003AB6C-0003AC24       B9
1F567D      1D    Yes    0003AC25-0003AC2C        8
1F569A      44    No     0003AC2D-0003AC75       49
1F56DE       E    Yes    0003AC76-0003AC7D        8
1F56EC      54    No     0003AC7E-0003ACD6       59
1F5740      16    Yes    0003ACD7-0003ACDE        8
1F5756      2A    No     0003ACDF-0003AD0D       2F
1F5780      2A    Yes    0003AD0E-0003AD15        8
1F57AB      15    No     0003AD16-0003AD2F       1A
1F57C0      10    Yes    0003AD30-0003AD37        8
1F57D0       8    No     0003AD38-0003AD44        D
1F57D8      18    Yes    0003AD45-0003AD4C        8
1F57F0       6    No     0003AD4D-0003AD57        B
1F57F6       F    Yes    0003AD58-0003AD5F        8
1F5805      13    No     0003AD60-0003AD77       18
1F5818       F    Yes    0003AD78-0003AD7F        8
1F5827      15    No     0003AD80-0003AD99       1A
1F583C       F    Yes    0003AD9A-0003ADA1        8
1F584B      4D    No     0003ADA2-0003ADF3       52
1F5898       E    Yes    0003ADF4-0003ADFB        8
1F58A6      16    No     0003ADFC-0003AE16       1B
1F58BC       F    Yes    0003AE17-0003AE1E        8
1F58CB      A4    No     0003AE1F-0003AEC7       A9
1F596F       E    Yes    0003AEC8-0003AECF        8
1F597D      45    No     0003AED0-0003AF19       4A
1F59C2       F    Yes    0003AF1A-0003AF21        8
1F59D1       B    No     0003AF22-0003AF31       10
1F59DC      16    Yes    0003AF32-0003AF39        8
1F59F2       6    No     0003AF3A-0003AF44        B
1F59F8      10    Yes    0003AF45-0003AF4C        8
1F5A08       1    No     0003AF4D-0003AF52        6
1F5A09      10    Yes    0003AF53-0003AF5A        8
1F5A19      10    No     0003AF5B-0003AF6F       15
1F5A29       E    Yes    0003AF70-0003AF77        8
1F5A37      41    No     0003AF78-0003AFBD       46
1F5A78       D    Yes    0003AFBE-0003AFC5        8
1F5A86       3    No     0003AFC6-0003AFCD        8
1F5A89       D    Yes    0003AFCE-0003AFD5        8
1F5A97       7    No     0003AFD6-0003AFE1        C
1F5A9F      1C    Yes    0003AFE2-0003AFE9        8
1F5ABB      3D    No     0003AFEA-0003B02B       42
1F5AF8       E    Yes    0003B02C-0003B033        8
1F5B06       3    No     0003B034-0003B03B        8
1F5B09       E    Yes    0003B03C-0003B043        8
1F5B17       A    No     0003B044-0003B052        F
1F5B22       F    Yes    0003B053-0003B05A        8
1F5B31      8F    No     0003B05B-0003B0EE       94
1F5BC0      14    Yes    0003B0EF-0003B0F6        8
1F5BD4       6    No     0003B0F7-0003B101        B
1F5BDA      10    Yes    0003B102-0003B109        8
1F5BEA     146    No     0003B10A-0003B254      14B
1F5D30       E    Yes    0003B255-0003B25C        8
1F5D3E       1    No     0003B25D-0003B262        6
1F5D3F       D    Yes    0003B263-0003B26A        8
1F5D4D       3    No     0003B26B-0003B272        8
1F5D50      14    Yes    0003B273-0003B27A        8
1F5D64      35    No     0003B27B-0003B2B4       3A
1F5D99      27    Yes    0003B2B5-0003B2BC        8
1F5DC0      1F    No     0003B2BD-0003B2E0       24
1F5DE0      2A    Yes    0003B2E1-0003B2E8        8
1F5E0A      16    No     0003B2E9-0003B303       1B
1F5E20      10    Yes    0003B304-0003B30B        8
1F5E30      25    No     0003B30C-0003B335       2A
1F5E55      11    Yes    0003B336-0003B33D        8
1F5E66      37    No     0003B33E-0003B379       3C
1F5E9D      13    Yes    0003B37A-0003B381        8
1F5EB0       3    No     0003B382-0003B389        8
1F5EB3      11    Yes    0003B38A-0003B391        8
1F5EC4      CF    No     0003B392-0003B465       D4
1F5F93      13    Yes    0003B466-0003B46D        8
1F5FA6       A    No     0003B46E-0003B47C        F
1F5FB0      10    Yes    0003B47D-0003B484        8
1F5FC0      1F    No     0003B485-0003B4A8       24
1F5FDF      24    Yes    0003B4A9-0003B4B0        8
1F6003      BC    No     0003B4B1-0003B571       C1
1F60BF      25    Yes    0003B572-0003B579        8
1F60E4      26    No     0003B57A-0003B5A4       2B
1F610A       E    Yes    0003B5A5-0003B5AC        8
1F6118      18    No     0003B5AD-0003B5C9       1D
1F6130      18    Yes    0003B5CA-0003B5D1        8
1F6148      B7    No     0003B5D2-0003B68D       BC
1F61FF      20    Yes    0003B68E-0003B695        8
1F6220     113    No     0003B696-0003B7AD      118
1F6333       D    Yes    0003B7AE-0003B7B5        8
1F6341      14    No     0003B7B6-0003B7CE       19
1F6356       E    Yes    0003B7CF-0003B7D6        8
1F6364      53    No     0003B7D7-0003B82E       58
1F63B7      39    Yes    0003B82F-0003B836        8
1F63F0       1    No     0003B837-0003B83C        6
1F63F1      37    Yes    0003B83D-0003B844        8
1F6428      82    No     0003B845-0003B8CB       87
1F64AA       F    Yes    0003B8CC-0003B8D3        8
1F64BA      E5    No     0003B8D4-0003B9BD       EA
1F659F      20    Yes    0003B9BE-0003B9C5        8
1F65C0     117    No     0003B9C6-0003BAE1      11C
1F66D7       F    Yes    0003BAE2-0003BAE9        8
1F66E6      B3    No     0003BAEA-0003BBA1       B8
1F6799      27    Yes    0003BBA2-0003BBA9        8
1F67C0    156F    No     0003BBAA-0003D11D     1574
1F7D2F      13    Yes    0003D11E-0003D125        8
1F7D42       D    No     0003D126-0003D137       12
1F7D4F      11    Yes    0003D138-0003D13F        8
1F7D60       F    No     0003D140-0003D153       14
1F7D6F      13    Yes    0003D154-0003D15B        8
1F7D82       C    No     0003D15C-0003D16C       11
1F7D8E      12    Yes    0003D16D-0003D174        8
1F7DA0      18    No     0003D175-0003D191       1D
1F7DB8      48    Yes    0003D192-0003D199        8
1F7E00      C0    No     0003D19A-0003D25E       C5
1F7EC0     13F    Yes    0003D25F-0003D266        8
1F8000     200    Yes    0003D267-0003D26E        8
1F8200     196    No     0003D26F-0003D409      19B
1F8396      12    Yes    0003D40A-0003D411        8
1F83A8     438    No     0003D412-0003D84E      43D
1F87E0      10    Yes    0003D84F-0003D856        8
1F87F0     1F0    No     0003D857-0003DA4B      1F5
1F89E0       F    Yes    0003DA4C-0003DA53        8
1F89EF       1    No     0003DA54-0003DA59        6
1F89F0       E    Yes    0003DA5A-0003DA61        8
1F89FE      62    No     0003DA62-0003DAC8       67
1F8A60      1C    Yes    0003DAC9-0003DAD0        8
1F8A7C     286    No     0003DAD1-0003DD5B      28B
1F8D02       F    Yes    0003DD5C-0003DD63        8
1F8D11       1    No     0003DD64-0003DD69        6
1F8D12       E    Yes    0003DD6A-0003DD71        8
1F8D20     560    No     0003DD72-0003E2D6      565
1F9280       F    Yes    0003E2D7-0003E2DE        8
1F928F       1    No     0003E2DF-0003E2E4        6
1F9290       F    Yes    0003E2E5-0003E2EC        8
1F929F      C1    No     0003E2ED-0003E3B2       C6
1F9360      10    Yes    0003E3B3-0003E3BA        8
1F9370       1    No     0003E3BB-0003E3C0        6
1F9372      11    Yes    0003E3C1-0003E3C8        8
1F9383      7F    No     0003E3C9-0003E44C       84
1F9402       F    Yes    0003E44D-0003E454        8
1F9412     642    No     0003E455-0003EA9B      647
1F9A54      15    Yes    0003EA9C-0003EAA3        8
1F9A69     113    No     0003EAA4-0003EBBB      118
1F9B7C       D    Yes    0003EBBC-0003EBC3        8
1F9B8A     258    No     0003EBC4-0003EE20      25D
1F9DE2       F    Yes    0003EE21-0003EE28        8
1F9DF1     37C    No     0003EE29-0003F1A9      381
1FA16D      15    Yes    0003F1AA-0003F1B1        8
1FA182       B    No     0003F1B2-0003F1C1       10
1FA18D      19    Yes    0003F1C2-0003F1C9        8
1FA1A6      39    No     0003F1CA-0003F207       3E
1FA1DF      21    Yes    0003F208-0003F20F        8
1FA200     142    No     0003F210-0003F356      147
1FA342       E    Yes    0003F357-0003F35E        8
1FA350      1D    No     0003F35F-0003F380       22
1FA36D      21    Yes    0003F381-0003F388        8
1FA38E      54    No     0003F389-0003F3E1       59
1FA3E3       D    Yes    0003F3E2-0003F3E9        8
1FA3F0     10D    No     0003F3EA-0003F4FB      112
1FA4FD      2B    Yes    0003F4FC-0003F503        8
1FA528      DA    No     0003F504-0003F5E2       DF
1FA602       E    Yes    0003F5E3-0003F5EA        8
1FA610      49    No     0003F5EB-0003F638       4E
1FA659      26    Yes    0003F639-0003F640        8
1FA680      31    No     0003F641-0003F676       36
1FA6B1       F    Yes    0003F677-0003F67E        8
1FA6C0      35    No     0003F67F-0003F6B8       3A
1FA6F5      15    Yes    0003F6B9-0003F6C0        8
1FA70A      EF    No     0003F6C1-0003F7B4       F4
1FA7F9      29    Yes    0003F7B5-0003F7BC        8
1FA822      CB    No     0003F7BD-0003F88C       D0
1FA8ED      13    Yes    0003F88D-0003F894        8
1FA900      D7    No     0003F895-0003F970       DC
1FA9D7      33    Yes    0003F971-0003F978        8
1FAA0A     2D1    No     0003F979-0003FC4E      2D6
1FACDB      15    Yes    0003FC4F-0003FC56        8
1FACF0     141    No     0003FC57-0003FD9C      146
1FAE32      4E    Yes    0003FD9D-0003FDA4        8
1FAE80      4D    No     0003FDA5-0003FDF6       52
1FAECD      15    Yes    0003FDF7-0003FDFE        8
1FAEE2       B    No     0003FDFF-0003FE0E       10
1FAEED      12    Yes    0003FE0F-0003FE16        8
1FAF00      17    No     0003FE17-0003FE32       1C
1FAF17      18    Yes    0003FE33-0003FE3A        8
1FAF30      BD    No     0003FE3B-0003FEFC       C2
1FAFED      18    Yes    0003FEFD-0003FF04        8
1FB006     31C    No     0003FF05-00040225      321
1FB322       E    Yes    00040226-0004022D        8
1FB330     22F    No     0004022E-00040461      234
1FB55F       F    Yes    00040462-00040469        8
1FB56E      91    No     0004046A-000404FF       96
1FB5FF      11    Yes    00040500-00040507        8
1FB610       1    No     00040508-0004050D        6
1FB611       F    Yes    0004050E-00040515        8
1FB620      5F    No     00040516-00040579       64
1FB67F      21    Yes    0004057A-00040581        8
1FB6A0     15D    No     00040582-000406E3      162
1FB7FE      43    Yes    000406E4-000406EB        8
1FB842     580    No     000406EC-00040C70      585
1FBDC2       E    Yes    00040C71-00040C78        8
1FBDD0       1    No     00040C79-00040C7E        6
1FBDD1      19    Yes    00040C7F-00040C86        8
1FBDEA       2    No     00040C87-00040C8D        7
1FBDEC       E    Yes    00040C8E-00040C95        8
1FBDFA     188    No     00040C96-00040E22      18D
1FBF82       E    Yes    00040E23-00040E2A        8
1FBF90       1    No     00040E2B-00040E30        6
1FBF91      2F    Yes    00040E31-00040E38        8
1FBFC0       2    No     00040E39-00040E3F        7
1FBFC2       E    Yes    00040E40-00040E47        8
1FBFD0       1    No     00040E48-00040E4D        6
1FBFD1      2E    Yes    00040E4E-00040E55        8
1FC000      5F    No     00040E56-00040EB9       64
1FC05F      1D    Yes    00040EBA-00040EC1        8
1FC07C     3E3    No     00040EC2-000412A9      3E8
1FC45F      11    Yes    000412AA-000412B1        8
1FC470     44F    No     000412B2-00041705      454
1FC8BF       F    Yes    00041706-0004170D        8
1FC8CE     144    No     0004170E-00041856      149
1FCA12       E    Yes    00041857-0004185E        8
1FCA20       A    Yes    0004185F-00041866        8
1FCA2A     310    No     00041867-00041B7B      315
1FCD3A      12    Yes    00041B7C-00041B83        8
1FCD4C     7B4    No     00041B84-0004233C      7B9
1FD500      24    Yes    0004233D-00042344        8
1FD524     13E    No     00042345-00042487      143
1FD662       E    Yes    00042488-0004248F        8
1FD670     C4F    No     00042490-000430E3      C54
1FE2BF      20    Yes    000430E4-000430EB        8
1FE2E0     35F    No     000430EC-0004344F      364
1FE63F       F    Yes    00043450-00043457        8
1FE64E       2    No     00043458-0004345E        7
1FE650       E    Yes    0004345F-00043466        8
1FE65E     3A2    No     00043467-0004380D      3A7
1FEA00      20    Yes    0004380E-00043815        8
1FEA20     9C0    No     00043816-000441DA      9C5
1FF3E0      20    Yes    000441DB-000441E2        8
1FF400     680    No     000441E3-00044867      685
1FFA80       E    Yes    00044868-0004486F        8
1FFA8E       2    No     00044870-00044876        7
1FFA90       F    Yes    00044877-0004487E        8
1FFA9F       1    No     0004487F-00044884        6
1FFAA1      1F    Yes    00044885-0004488C        8
1FFAC0     2A1    No     0004488D-00044B32      2A6
1FFD61       F    Yes    00044B33-00044B3A        8
1FFD70     290    No     00044B3B-00044DCF      295
200000    51C0    Yes    00044DD0-00044DD7        8
2F5453     FC3    No     00044DD8-00045D9F      FC8
2F64DF      54    No     00045DA0-00045DF8       59
2F65FC     2A5    No     00045DF9-000460A2      2AA
2F696A     19C    No     000460A3-00046243      1A1
2F6BCF     69B    No     00046244-000468E3      6A0
2F7333     483    No     000468E4-00046D6B      488
2F787F      8D    No     00046D6C-00046DFD       92
2F79D5     1E8    No     00046DFE-00046FEA      1ED
2F7C86      92    No     00046FEB-00047081       97
2F7DE1     4C7    No     00047082-0004754D      4CC
2F8370     20B    No     0004754E-0004775D      210
2F8643     687    No     0004775E-00047DE9      68C
2F8D92     3AB    No     00047DEA-00048199      3B0
2F9205      BC    No     0004819A-0004825A       C1
2F9389     24B    No     0004825B-000484AA      250
2F969C      C7    No     000484AB-00048576       CC
2F982B      C7    No     00048577-00048642       CC
2F99BA      C9    No     00048643-00048710       CE
2F9B4B      C9    No     00048711-000487DE       CE
2F9CDC      CB    No     000487DF-000488AE       D0
2F9E70      CC    No     000488AF-0004897F       D1
2FA004      CE    No     00048980-00048A52       D3
2FA19A      CF    No     00048A53-00048B26       D4
2FA331      D0    No     00048B27-00048BFB       D5
2FA4C9      D0    No     00048BFC-00048CD0       D5
2FA661      D0    No     00048CD1-00048DA5       D5
2FA7F9      D1    No     00048DA6-00048E7B       D6
2FA992      D1    No     00048E7C-00048F51       D6
2FAB2B      D3    No     00048F52-00049029       D8
2FACC6      D5    No     0004902A-00049103       DA
2FAE63      D6    No     00049104-000491DE       DB
2FB001      D7    No     000491DF-000492BA       DC
2FB1A0      D8    No     000492BB-00049397       DD
2FB340      DA    No     00049398-00049476       DF
2FB4E2      DC    No     00049477-00049557       E1
2FB686      DC    No     00049558-00049638       E1
2FB82A      DD    No     00049639-0004971A       E2
2FB9CF     5D2    No     0004971B-00049CF1      5D7
2FC069      E1    No     00049CF2-00049DD7       E6
2FC212     440    No     00049DD8-0004A21C      445
2FC71A      EC    No     0004A21D-0004A30D       F1
2FC8CE      F0    No     0004A30E-0004A402       F5
2FCA86      F0    No     0004A403-0004A4F7       F5
2FCC3E     472    No     0004A4F8-0004A96E      477
2FD178      FA    No     0004A96F-0004AA6D       FF
2FD33A      FE    No     0004AA6E-0004AB70      103
2FD500      12    No     0004AB71-0004AB87       17
2FE9E0    1620    No     0004AB88-0004C1AC     1625
300000     15C    Yes    0004C1AD-0004C1B4        8
30015C      FF    No     0004C1B5-0004C2B8      104
30025B      C9    Yes    0004C2B9-0004C2C0        8
300324     101    No     0004C2C1-0004C3C6      106
300425      C9    Yes    0004C3C7-0004C3CE        8
3004EE     102    No     0004C3CF-0004C4D5      107
3005F0      C9    Yes    0004C4D6-0004C4DD        8
3006B9     2DA    No     0004C4DE-0004C7BC      2DF
300993      C9    Yes    0004C7BD-0004C7C4        8
300A5C     110    No     0004C7C5-0004C8D9      115
300B6C      C9    Yes    0004C8DA-0004C8E1        8
300C35     114    No     0004C8E2-0004C9FA      119
300D49      C9    Yes    0004C9FB-0004CA02        8
300E12     115    No     0004CA03-0004CB1C      11A
300F27      C9    Yes    0004CB1D-0004CB24        8
300FF0     115    No     0004CB25-0004CC3E      11A
301105      C9    Yes    0004CC3F-0004CC46        8
3011CE     115    No     0004CC47-0004CD60      11A
3012E3      C9    Yes    0004CD61-0004CD68        8
3013AC     116    No     0004CD69-0004CE83      11B
3014C2      C9    Yes    0004CE84-0004CE8B        8
30158B     11C    No     0004CE8C-0004CFAC      121
3016A7      C9    Yes    0004CFAD-0004CFB4        8
301770     11F    No     0004CFB5-0004D0D8      124
30188F      C9    Yes    0004D0D9-0004D0E0        8
301958     122    No     0004D0E1-0004D207      127
301A7A      C9    Yes    0004D208-0004D20F        8
301B43     125    No     0004D210-0004D339      12A
301C68      C9    Yes    0004D33A-0004D341        8
301D31     130    No     0004D342-0004D476      135
301E61      C9    Yes    0004D477-0004D47E        8
301F2A     131    No     0004D47F-0004D5B4      136
30205B      C9    Yes    0004D5B5-0004D5BC        8
302124     133    No     0004D5BD-0004D6F4      138
302257      C9    Yes    0004D6F5-0004D6FC        8
302320     133    No     0004D6FD-0004D834      138
302453      C9    Yes    0004D835-0004D83C        8
30251C     134    No     0004D83D-0004D975      139
302650      C9    Yes    0004D976-0004D97D        8
302719     136    No     0004D97E-0004DAB8      13B
30284F      C9    Yes    0004DAB9-0004DAC0        8
302918     139    No     0004DAC1-0004DBFE      13E
302A51      C9    Yes    0004DBFF-0004DC06        8
302B1A     13E    No     0004DC07-0004DD49      143
302C58      C9    Yes    0004DD4A-0004DD51        8
302D21     144    No     0004DD52-0004DE9A      149
302E65      C9    Yes    0004DE9B-0004DEA2        8
302F2E     358    No     0004DEA3-0004E1FF      35D
303286      C9    Yes    0004E200-0004E207        8
30334F     14B    No     0004E208-0004E357      150
30349A      C9    Yes    0004E358-0004E35F        8
303563     14E    No     0004E360-0004E4B2      153
3036B1      C9    Yes    0004E4B3-0004E4BA        8
30377A     153    No     0004E4BB-0004E612      158
3038CD      C9    Yes    0004E613-0004E61A        8
303996     155    No     0004E61B-0004E774      15A
303AEB      C9    Yes    0004E775-0004E77C        8
303BB4     156    No     0004E77D-0004E8D7      15B
303D0A      C9    Yes    0004E8D8-0004E8DF        8
303DD3     159    No     0004E8E0-0004EA3D      15E
303F2C      C9    Yes    0004EA3E-0004EA45        8
303FF5     159    No     0004EA46-0004EBA3      15E
30414E      C9    Yes    0004EBA4-0004EBAB        8
304217     159    No     0004EBAC-0004ED09      15E
304370      C9    Yes    0004ED0A-0004ED11        8
304439     15A    No     0004ED12-0004EE70      15F
304593      C9    Yes    0004EE71-0004EE78        8
30465C     160    No     0004EE79-0004EFDD      165
3047BC      C9    Yes    0004EFDE-0004EFE5        8
304885     161    No     0004EFE6-0004F14B      166
3049E6      C9    Yes    0004F14C-0004F153        8
304AAF     166    No     0004F154-0004F2BE      16B
304C15      C9    Yes    0004F2BF-0004F2C6        8
304CDE     167    No     0004F2C7-0004F432      16C
304E45      C9    Yes    0004F433-0004F43A        8
304F0E     16C    No     0004F43B-0004F5AB      171
30507A      C9    Yes    0004F5AC-0004F5B3        8
305143     179    No     0004F5B4-0004F731      17E
3052BC      C9    Yes    0004F732-0004F739        8
305385     17B    No     0004F73A-0004F8B9      180
305500      C9    Yes    0004F8BA-0004F8C1        8
3055C9     180    No     0004F8C2-0004FA46      185
305749      C9    Yes    0004FA47-0004FA4E        8
305812     187    No     0004FA4F-0004FBDA      18C
305999      C9    Yes    0004FBDB-0004FBE2        8
305A62     3DC    No     0004FBE3-0004FFC3      3E1
305E3E      C9    Yes    0004FFC4-0004FFCB        8
305F07     18C    No     0004FFCC-0005015C      191
306093      C9    Yes    0005015D-00050164        8
30615C     18C    No     00050165-000502F5      191
3062E8      C9    Yes    000502F6-000502FD        8
3063B1     19E    No     000502FE-000504A0      1A3
30654F      C9    Yes    000504A1-000504A8        8
306618     1A0    No     000504A9-0005064D      1A5
3067B8      C9    Yes    0005064E-00050655        8
306881     417    No     00050656-00050A71      41C
306C98      C9    Yes    00050A72-00050A79        8
306D61     1AD    No     00050A7A-00050C2B      1B2
306F0E      C9    Yes    00050C2C-00050C33        8
306FD7     1B7    No     00050C34-00050DEF      1BC
30718E      C9    Yes    00050DF0-00050DF7        8
307257     1BD    No     00050DF8-00050FB9      1C2
307414      C9    Yes    00050FBA-00050FC1        8
3074DD     1BE    No     00050FC2-00051184      1C3
30769B      C9    Yes    00051185-0005118C        8
307764     1BE    No     0005118D-0005134F      1C3
307922      C9    Yes    00051350-00051357        8
3079EB     1BE    No     00051358-0005151A      1C3
307BA9      C9    Yes    0005151B-00051522        8
307C72     1BE    No     00051523-000516E5      1C3
307E30      C9    Yes    000516E6-000516ED        8
307EF9     1BE    No     000516EE-000518B0      1C3
3080B7      C9    Yes    000518B1-000518B8        8
308180     1BE    No     000518B9-00051A7B      1C3
30833E      C9    Yes    00051A7C-00051A83        8
308407     1BE    No     00051A84-00051C46      1C3
3085C5      C9    Yes    00051C47-00051C4E        8
30868E     1BE    No     00051C4F-00051E11      1C3
30884C      C9    Yes    00051E12-00051E19        8
308915     1C1    No     00051E1A-00051FDF      1C6
308AD6      C9    Yes    00051FE0-00051FE7        8
308B9F     1C4    No     00051FE8-000521B0      1C9
308D63      C9    Yes    000521B1-000521B8        8
308E2C     45C    No     000521B9-00052619      461
309288      C9    Yes    0005261A-00052621        8
309351     1CE    No     00052622-000527F4      1D3
30951F      C9    Yes    000527F5-000527FC        8
3095E8     1CE    No     000527FD-000529CF      1D3
3097B6      C9    Yes    000529D0-000529D7        8
30987F     1D0    No     000529D8-00052BAC      1D5
309A4F      C9    Yes    00052BAD-00052BB4        8
309B18     1D0    No     00052BB5-00052D89      1D5
309CE8      C9    Yes    00052D8A-00052D91        8
309DB1     1D1    No     00052D92-00052F67      1D6
309F82      C9    Yes    00052F68-00052F6F        8
30A04B     1D1    No     00052F70-00053145      1D6
30A21C      C9    Yes    00053146-0005314D        8
30A2E5     1D1    No     0005314E-00053323      1D6
30A4B6      C9    Yes    00053324-0005332B        8
30A57F     1D3    No     0005332C-00053503      1D8
30A752      C9    Yes    00053504-0005350B        8
30A81B     1D3    No     0005350C-000536E3      1D8
30A9EE      C9    Yes    000536E4-000536EB        8
30AAB7     1D3    No     000536EC-000538C3      1D8
30AC8A      C9    Yes    000538C4-000538CB        8
30AD53     1D4    No     000538CC-00053AA4      1D9
30AF27      C9    Yes    00053AA5-00053AAC        8
30AFF0     1D9    No     00053AAD-00053C8A      1DE
30B1C9      C9    Yes    00053C8B-00053C92        8
30B292     1DB    No     00053C93-00053E72      1E0
30B46D      C9    Yes    00053E73-00053E7A        8
30B536     1DD    No     00053E7B-0005405C      1E2
30B713      C9    Yes    0005405D-00054064        8
30B7DC     1DD    No     00054065-00054246      1E2
30B9B9      C9    Yes    00054247-0005424E        8
30BA82     1DD    No     0005424F-00054430      1E2
30BC5F      C9    Yes    00054431-00054438        8
30BD28     1DD    No     00054439-0005461A      1E2
30BF05      C9    Yes    0005461B-00054622        8
30BFCE     1DD    No     00054623-00054804      1E2
30C1AB      C9    Yes    00054805-0005480C        8
30C274     1DD    No     0005480D-000549EE      1E2
30C451      C9    Yes    000549EF-000549F6        8
30C51A     1DD    No     000549F7-00054BD8      1E2
30C6F7      C9    Yes    00054BD9-00054BE0        8
30C7C0     1DD    No     00054BE1-00054DC2      1E2
30C99D      C9    Yes    00054DC3-00054DCA        8
30CA66     1DD    No     00054DCB-00054FAC      1E2
30CC43      C9    Yes    00054FAD-00054FB4        8
30CD0C     1E2    No     00054FB5-0005519B      1E7
30CEEE      C9    Yes    0005519C-000551A3        8
30CFB7     1E2    No     000551A4-0005538A      1E7
30D199      C9    Yes    0005538B-00055392        8
30D262     1E2    No     00055393-00055579      1E7
30D444      C9    Yes    0005557A-00055581        8
30D50D     1E2    No     00055582-00055768      1E7
30D6EF      C9    Yes    00055769-00055770        8
30D7B8     1E3    No     00055771-00055958      1E8
30D99B      C9    Yes    00055959-00055960        8
30DA64     495    No     00055961-00055DFA      49A
30DEF9      C9    Yes    00055DFB-00055E02        8
30DFC2     1ED    No     00055E03-00055FF4      1F2
30E1AF      C9    Yes    00055FF5-00055FFC        8
30E278     1F2    No     00055FFD-000561F3      1F7
30E46A      C9    Yes    000561F4-000561FB        8
30E533     1F2    No     000561FC-000563F2      1F7
30E725      C9    Yes    000563F3-000563FA        8
30E7EE     4B9    No     000563FB-000568B8      4BE
30ECA7      C9    Yes    000568B9-000568C0        8
30ED70     1FC    No     000568C1-00056AC1      201
30EF6C      C9    Yes    00056AC2-00056AC9        8
30F035     203    No     00056ACA-00056CD1      208
30F238      C9    Yes    00056CD2-00056CD9        8
30F301     204    No     00056CDA-00056EE2      209
30F505      C9    Yes    00056EE3-00056EEA        8
30F5CE     206    No     00056EEB-000570F5      20B
30F7D4      C9    Yes    000570F6-000570FD        8
30F89D     206    No     000570FE-00057308      20B
30FAA3      C9    Yes    00057309-00057310        8
30FB6C     206    No     00057311-0005751B      20B
30FD72      C9    Yes    0005751C-00057523        8
30FE3B     7AB    No     00057524-00057CD3      7B0
3105E6      C9    Yes    00057CD4-00057CDB        8
3106AF     20C    No     00057CDC-00057EEC      211
3108BB      C9    Yes    00057EED-00057EF4        8
310984     20D    No     00057EF5-00058106      212
310B91      C9    Yes    00058107-0005810E        8
310C5A     20F    No     0005810F-00058322      214
310E69      C9    Yes    00058323-0005832A        8
310F32     212    No     0005832B-00058541      217
311144      C9    Yes    00058542-00058549        8
31120D     213    No     0005854A-00058761      218
311420      C9    Yes    00058762-00058769        8
3114E9     21B    No     0005876A-00058989      220
311704      C9    Yes    0005898A-00058991        8
3117CD     225    No     00058992-00058BBB      22A
3119F2      C9    Yes    00058BBC-00058BC3        8
311ABB     22D    No     00058BC4-00058DF5      232
311CE8      C9    Yes    00058DF6-00058DFD        8
311DB1     230    No     00058DFE-00059032      235
311FE1      C9    Yes    00059033-0005903A        8
3120AA     232    No     0005903B-00059271      237
3122DC      C9    Yes    00059272-00059279        8
3123A5     235    No     0005927A-000594B3      23A
3125DA      C9    Yes    000594B4-000594BB        8
3126A3     239    No     000594BC-000596F9      23E
3128DC      C9    Yes    000596FA-00059701        8
3129A5     23D    No     00059702-00059943      242
312BE2      C9    Yes    00059944-0005994B        8
312CAB     23E    No     0005994C-00059B8E      243
312EE9      C9    Yes    00059B8F-00059B96        8
312FB2     242    No     00059B97-00059DDD      247
3131F4      C9    Yes    00059DDE-00059DE5        8
3132BD     242    No     00059DE6-0005A02C      247
3134FF      C9    Yes    0005A02D-0005A034        8
3135C8     24A    No     0005A035-0005A283      24F
313812      C9    Yes    0005A284-0005A28B        8
3138DB     24E    No     0005A28C-0005A4DE      253
313B29      C9    Yes    0005A4DF-0005A4E6        8
313BF2     24F    No     0005A4E7-0005A73A      254
313E41      C9    Yes    0005A73B-0005A742        8
313F0A     255    No     0005A743-0005A99C      25A
31415F      C9    Yes    0005A99D-0005A9A4        8
314228     256    No     0005A9A5-0005ABFF      25B
31447E      C9    Yes    0005AC00-0005AC07        8
314547     25C    No     0005AC08-0005AE68      261
3147A3      C9    Yes    0005AE69-0005AE70        8
31486C     263    No     0005AE71-0005B0D8      268
314ACF      C9    Yes    0005B0D9-0005B0E0        8
314B98     26D    No     0005B0E1-0005B352      272
314E05      C9    Yes    0005B353-0005B35A        8
314ECE     26F    No     0005B35B-0005B5CE      274
31513D      C9    Yes    0005B5CF-0005B5D6        8
315206     270    No     0005B5D7-0005B84B      275
